product_id,title,image,store,high,low,date,price
66860393-2a96-46a5-9761-8f13c2daf51c,Laptop Air X,monitor.webp,Amazon,13250,8701,2025-08-07,13229
66860393-2a96-46a5-9761-8f13c2daf51c,Laptop Air X,monitor.webp,Amazon,13250,8701,2025-08-14,12024
66860393-2a96-46a5-9761-8f13c2daf51c,Laptop Air X,monitor.webp,Amazon,13250,8701,2025-08-21,12860
66860393-2a96-46a5-9761-8f13c2daf51c,Laptop Air X,monitor.webp,Amazon,13250,8701,2025-08-28,13232
66860393-2a96-46a5-9761-8f13c2daf51c,Laptop Air X,monitor.webp,Amazon,13250,8701,2025-09-04,10730
66860393-2a96-46a5-9761-8f13c2daf51c,Laptop Air X,monitor.webp,Amazon,13250,8701,2025-09-11,10542
66860393-2a96-46a5-9761-8f13c2daf51c,Laptop Air X,monitor.webp,Amazon,13250,8701,2025-09-18,11632
66860393-2a96-46a5-9761-8f13c2daf51c,Laptop Air X,monitor.webp,Amazon,13250,8701,2025-09-25,9738
66860393-2a96-46a5-9761-8f13c2daf51c,Laptop Air X,monitor.webp,Amazon,13250,8701,2025-10-02,11188
66860393-2a96-46a5-9761-8f13c2daf51c,Laptop Air X,monitor.webp,Amazon,13250,8701,2025-10-09,11573
66860393-2a96-46a5-9761-8f13c2daf51c,Laptop Air X,monitor.webp,Amazon,13250,8701,2025-10-16,13007
66860393-2a96-46a5-9761-8f13c2daf51c,Laptop Air X,monitor.webp,Amazon,13250,8701,2025-10-23,11684
66860393-2a96-46a5-9761-8f13c2daf51c,Laptop Air X,monitor.webp,Amazon,13250,8701,2025-10-30,9210
a820bfb0-04af-4f7a-85c9-741e4f26add0,VR Headset X,mouse.webp,Flipkart,14100,10991,2025-07-24,12477
a820bfb0-04af-4f7a-85c9-741e4f26add0,VR Headset X,mouse.webp,Flipkart,14100,10991,2025-07-31,12654
a820bfb0-04af-4f7a-85c9-741e4f26add0,VR Headset X,mouse.webp,Flipkart,14100,10991,2025-08-07,12284
a820bfb0-04af-4f7a-85c9-741e4f26add0,VR Headset X,mouse.webp,Flipkart,14100,10991,2025-08-14,14093
a820bfb0-04af-4f7a-85c9-741e4f26add0,VR Headset X,mouse.webp,Flipkart,14100,10991,2025-08-21,11759
a820bfb0-04af-4f7a-85c9-741e4f26add0,VR Headset X,mouse.webp,Flipkart,14100,10991,2025-08-28,11764
a820bfb0-04af-4f7a-85c9-741e4f26add0,VR Headset X,mouse.webp,Flipkart,14100,10991,2025-09-04,11302
a820bfb0-04af-4f7a-85c9-741e4f26add0,VR Headset X,mouse.webp,Flipkart,14100,10991,2025-09-11,11870
a820bfb0-04af-4f7a-85c9-741e4f26add0,VR Headset X,mouse.webp,Flipkart,14100,10991,2025-09-18,11579
a820bfb0-04af-4f7a-85c9-741e4f26add0,VR Headset X,mouse.webp,Flipkart,14100,10991,2025-09-25,12713
a820bfb0-04af-4f7a-85c9-741e4f26add0,VR Headset X,mouse.webp,Flipkart,14100,10991,2025-10-02,13796
a820bfb0-04af-4f7a-85c9-741e4f26add0,VR Headset X,mouse.webp,Flipkart,14100,10991,2025-10-09,13591
a820bfb0-04af-4f7a-85c9-741e4f26add0,VR Headset X,mouse.webp,Flipkart,14100,10991,2025-10-16,13782
a820bfb0-04af-4f7a-85c9-741e4f26add0,VR Headset X,mouse.webp,Flipkart,14100,10991,2025-10-23,13029
a820bfb0-04af-4f7a-85c9-741e4f26add0,VR Headset X,mouse.webp,Flipkart,14100,10991,2025-10-30,11706
3c7ea6f6-9a20-495b-bc5f-109f63f9a510,Action Camera X,speaker.avif,Amazon,6510,3701,2025-07-24,4804
3c7ea6f6-9a20-495b-bc5f-109f63f9a510,Action Camera X,speaker.avif,Amazon,6510,3701,2025-07-31,4163
3c7ea6f6-9a20-495b-bc5f-109f63f9a510,Action Camera X,speaker.avif,Amazon,6510,3701,2025-08-07,4760
3c7ea6f6-9a20-495b-bc5f-109f63f9a510,Action Camera X,speaker.avif,Amazon,6510,3701,2025-08-14,3948
3c7ea6f6-9a20-495b-bc5f-109f63f9a510,Action Camera X,speaker.avif,Amazon,6510,3701,2025-08-21,6010
3c7ea6f6-9a20-495b-bc5f-109f63f9a510,Action Camera X,speaker.avif,Amazon,6510,3701,2025-08-28,6428
3c7ea6f6-9a20-495b-bc5f-109f63f9a510,Action Camera X,speaker.avif,Amazon,6510,3701,2025-09-04,4565
3c7ea6f6-9a20-495b-bc5f-109f63f9a510,Action Camera X,speaker.avif,Amazon,6510,3701,2025-09-11,5023
3c7ea6f6-9a20-495b-bc5f-109f63f9a510,Action Camera X,speaker.avif,Amazon,6510,3701,2025-09-18,5730
3c7ea6f6-9a20-495b-bc5f-109f63f9a510,Action Camera X,speaker.avif,Amazon,6510,3701,2025-09-25,4726
3c7ea6f6-9a20-495b-bc5f-109f63f9a510,Action Camera X,speaker.avif,Amazon,6510,3701,2025-10-02,5781
3c7ea6f6-9a20-495b-bc5f-109f63f9a510,Action Camera X,speaker.avif,Amazon,6510,3701,2025-10-09,5964
3c7ea6f6-9a20-495b-bc5f-109f63f9a510,Action Camera X,speaker.avif,Amazon,6510,3701,2025-10-16,4610
3c7ea6f6-9a20-495b-bc5f-109f63f9a510,Action Camera X,speaker.avif,Amazon,6510,3701,2025-10-23,5254
3c7ea6f6-9a20-495b-bc5f-109f63f9a510,Action Camera X,speaker.avif,Amazon,6510,3701,2025-10-30,5468
989a46ce-0d32-449c-9ef9-95483ab9d771,4K Drone X,speaker.avif,Amazon,15488,6962,2025-07-24,12172
989a46ce-0d32-449c-9ef9-95483ab9d771,4K Drone X,speaker.avif,Amazon,15488,6962,2025-07-31,10317
989a46ce-0d32-449c-9ef9-95483ab9d771,4K Drone X,speaker.avif,Amazon,15488,6962,2025-08-07,7859
989a46ce-0d32-449c-9ef9-95483ab9d771,4K Drone X,speaker.avif,Amazon,15488,6962,2025-08-14,10835
989a46ce-0d32-449c-9ef9-95483ab9d771,4K Drone X,speaker.avif,Amazon,15488,6962,2025-08-21,7467
989a46ce-0d32-449c-9ef9-95483ab9d771,4K Drone X,speaker.avif,Amazon,15488,6962,2025-08-28,9224
989a46ce-0d32-449c-9ef9-95483ab9d771,4K Drone X,speaker.avif,Amazon,15488,6962,2025-09-04,12020
989a46ce-0d32-449c-9ef9-95483ab9d771,4K Drone X,speaker.avif,Amazon,15488,6962,2025-09-11,12715
989a46ce-0d32-449c-9ef9-95483ab9d771,4K Drone X,speaker.avif,Amazon,15488,6962,2025-09-18,9887
989a46ce-0d32-449c-9ef9-95483ab9d771,4K Drone X,speaker.avif,Amazon,15488,6962,2025-09-25,7915
989a46ce-0d32-449c-9ef9-95483ab9d771,4K Drone X,speaker.avif,Amazon,15488,6962,2025-10-02,7787
989a46ce-0d32-449c-9ef9-95483ab9d771,4K Drone X,speaker.avif,Amazon,15488,6962,2025-10-09,7602
989a46ce-0d32-449c-9ef9-95483ab9d771,4K Drone X,speaker.avif,Amazon,15488,6962,2025-10-16,9724
989a46ce-0d32-449c-9ef9-95483ab9d771,4K Drone X,speaker.avif,Amazon,15488,6962,2025-10-23,10132
989a46ce-0d32-449c-9ef9-95483ab9d771,4K Drone X,speaker.avif,Amazon,15488,6962,2025-10-30,7068
d3dba412-2bb5-4bad-9ae4-c832e913b9d1,Smart Watch Elite,monitor.webp,Flipkart,18942,11071,2025-07-24,18482
d3dba412-2bb5-4bad-9ae4-c832e913b9d1,Smart Watch Elite,monitor.webp,Flipkart,18942,11071,2025-07-31,17518
d3dba412-2bb5-4bad-9ae4-c832e913b9d1,Smart Watch Elite,monitor.webp,Flipkart,18942,11071,2025-08-07,15632
d3dba412-2bb5-4bad-9ae4-c832e913b9d1,Smart Watch Elite,monitor.webp,Flipkart,18942,11071,2025-08-14,14006
d3dba412-2bb5-4bad-9ae4-c832e913b9d1,Smart Watch Elite,monitor.webp,Flipkart,18942,11071,2025-08-21,16979
d3dba412-2bb5-4bad-9ae4-c832e913b9d1,Smart Watch Elite,monitor.webp,Flipkart,18942,11071,2025-08-28,13859
d3dba412-2bb5-4bad-9ae4-c832e913b9d1,Smart Watch Elite,monitor.webp,Flipkart,18942,11071,2025-09-04,14958
d3dba412-2bb5-4bad-9ae4-c832e913b9d1,Smart Watch Elite,monitor.webp,Flipkart,18942,11071,2025-09-11,18645
d3dba412-2bb5-4bad-9ae4-c832e913b9d1,Smart Watch Elite,monitor.webp,Flipkart,18942,11071,2025-09-18,15965
d3dba412-2bb5-4bad-9ae4-c832e913b9d1,Smart Watch Elite,monitor.webp,Flipkart,18942,11071,2025-09-25,16095
d3dba412-2bb5-4bad-9ae4-c832e913b9d1,Smart Watch Elite,monitor.webp,Flipkart,18942,11071,2025-10-02,17163
d3dba412-2bb5-4bad-9ae4-c832e913b9d1,Smart Watch Elite,monitor.webp,Flipkart,18942,11071,2025-10-09,15498
d3dba412-2bb5-4bad-9ae4-c832e913b9d1,Smart Watch Elite,monitor.webp,Flipkart,18942,11071,2025-10-16,17416
d3dba412-2bb5-4bad-9ae4-c832e913b9d1,Smart Watch Elite,monitor.webp,Flipkart,18942,11071,2025-10-23,15923
d3dba412-2bb5-4bad-9ae4-c832e913b9d1,Smart Watch Elite,monitor.webp,Flipkart,18942,11071,2025-10-30,16776
10e8c61e-b539-4794-a608-d6634f0fd420,Router AX Z,smart_watch.webp,Amazon,10397,8116,2025-07-24,8624
10e8c61e-b539-4794-a608-d6634f0fd420,Router AX Z,smart_watch.webp,Amazon,10397,8116,2025-07-31,9572
10e8c61e-b539-4794-a608-d6634f0fd420,Router AX Z,smart_watch.webp,Amazon,10397,8116,2025-08-07,9838
10e8c61e-b539-4794-a608-d6634f0fd420,Router AX Z,smart_watch.webp,Amazon,10397,8116,2025-08-14,9004
10e8c61e-b539-4794-a608-d6634f0fd420,Router AX Z,smart_watch.webp,Amazon,10397,8116,2025-08-21,9993
10e8c61e-b539-4794-a608-d6634f0fd420,Router AX Z,smart_watch.webp,Amazon,10397,8116,2025-08-28,8628
10e8c61e-b539-4794-a608-d6634f0fd420,Router AX Z,smart_watch.webp,Amazon,10397,8116,2025-09-04,10156
10e8c61e-b539-4794-a608-d6634f0fd420,Router AX Z,smart_watch.webp,Amazon,10397,8116,2025-09-11,10307
10e8c61e-b539-4794-a608-d6634f0fd420,Router AX Z,smart_watch.webp,Amazon,10397,8116,2025-09-18,9357
10e8c61e-b539-4794-a608-d6634f0fd420,Router AX Z,smart_watch.webp,Amazon,10397,8116,2025-09-25,10342
10e8c61e-b539-4794-a608-d6634f0fd420,Router AX Z,smart_watch.webp,Amazon,10397,8116,2025-10-02,8457
10e8c61e-b539-4794-a608-d6634f0fd420,Router AX Z,smart_watch.webp,Amazon,10397,8116,2025-10-09,9732
10e8c61e-b539-4794-a608-d6634f0fd420,Router AX Z,smart_watch.webp,Amazon,10397,8116,2025-10-16,10120
10e8c61e-b539-4794-a608-d6634f0fd420,Router AX Z,smart_watch.webp,Amazon,10397,8116,2025-10-23,9477
10e8c61e-b539-4794-a608-d6634f0fd420,Router AX Z,smart_watch.webp,Amazon,10397,8116,2025-10-30,8779
8a7fb090-51ca-4bdc-9cc7-a2b58ed857d1,Action Camera Z,smart_watch.webp,Amazon,9869,5023,2025-07-24,7516
8a7fb090-51ca-4bdc-9cc7-a2b58ed857d1,Action Camera Z,smart_watch.webp,Amazon,9869,5023,2025-07-31,9684
8a7fb090-51ca-4bdc-9cc7-a2b58ed857d1,Action Camera Z,smart_watch.webp,Amazon,9869,5023,2025-08-07,8952
8a7fb090-51ca-4bdc-9cc7-a2b58ed857d1,Action Camera Z,smart_watch.webp,Amazon,9869,5023,2025-08-14,6816
8a7fb090-51ca-4bdc-9cc7-a2b58ed857d1,Action Camera Z,smart_watch.webp,Amazon,9869,5023,2025-08-21,5356
8a7fb090-51ca-4bdc-9cc7-a2b58ed857d1,Action Camera Z,smart_watch.webp,Amazon,9869,5023,2025-08-28,8349
8a7fb090-51ca-4bdc-9cc7-a2b58ed857d1,Action Camera Z,smart_watch.webp,Amazon,9869,5023,2025-09-04,7405
8a7fb090-51ca-4bdc-9cc7-a2b58ed857d1,Action Camera Z,smart_watch.webp,Amazon,9869,5023,2025-09-11,9556
8a7fb090-51ca-4bdc-9cc7-a2b58ed857d1,Action Camera Z,smart_watch.webp,Amazon,9869,5023,2025-09-18,7971
8a7fb090-51ca-4bdc-9cc7-a2b58ed857d1,Action Camera Z,smart_watch.webp,Amazon,9869,5023,2025-09-25,5334
8a7fb090-51ca-4bdc-9cc7-a2b58ed857d1,Action Camera Z,smart_watch.webp,Amazon,9869,5023,2025-10-02,7077
8a7fb090-51ca-4bdc-9cc7-a2b58ed857d1,Action Camera Z,smart_watch.webp,Amazon,9869,5023,2025-10-09,7193
8a7fb090-51ca-4bdc-9cc7-a2b58ed857d1,Action Camera Z,smart_watch.webp,Amazon,9869,5023,2025-10-16,7286
8a7fb090-51ca-4bdc-9cc7-a2b58ed857d1,Action Camera Z,smart_watch.webp,Amazon,9869,5023,2025-10-23,9373
8a7fb090-51ca-4bdc-9cc7-a2b58ed857d1,Action Camera Z,smart_watch.webp,Amazon,9869,5023,2025-10-30,6142
ea7cb1fb-43fb-4b8c-8227-d9239cb9c36c,Mechanical Keyboard Aero,earbuds.jpg,Flipkart,19163,14300,2025-07-24,14933
ea7cb1fb-43fb-4b8c-8227-d9239cb9c36c,Mechanical Keyboard Aero,earbuds.jpg,Flipkart,19163,14300,2025-07-31,15782
ea7cb1fb-43fb-4b8c-8227-d9239cb9c36c,Mechanical Keyboard Aero,earbuds.jpg,Flipkart,19163,14300,2025-08-07,16286
ea7cb1fb-43fb-4b8c-8227-d9239cb9c36c,Mechanical Keyboard Aero,earbuds.jpg,Flipkart,19163,14300,2025-08-14,19049
ea7cb1fb-43fb-4b8c-8227-d9239cb9c36c,Mechanical Keyboard Aero,earbuds.jpg,Flipkart,19163,14300,2025-08-21,17011
ea7cb1fb-43fb-4b8c-8227-d9239cb9c36c,Mechanical Keyboard Aero,earbuds.jpg,Flipkart,19163,14300,2025-08-28,15843
ea7cb1fb-43fb-4b8c-8227-d9239cb9c36c,Mechanical Keyboard Aero,earbuds.jpg,Flipkart,19163,14300,2025-09-04,16910
ea7cb1fb-43fb-4b8c-8227-d9239cb9c36c,Mechanical Keyboard Aero,earbuds.jpg,Flipkart,19163,14300,2025-09-11,14969
ea7cb1fb-43fb-4b8c-8227-d9239cb9c36c,Mechanical Keyboard Aero,earbuds.jpg,Flipkart,19163,14300,2025-09-18,15327
ea7cb1fb-43fb-4b8c-8227-d9239cb9c36c,Mechanical Keyboard Aero,earbuds.jpg,Flipkart,19163,14300,2025-09-25,17302
ea7cb1fb-43fb-4b8c-8227-d9239cb9c36c,Mechanical Keyboard Aero,earbuds.jpg,Flipkart,19163,14300,2025-10-02,17806
ea7cb1fb-43fb-4b8c-8227-d9239cb9c36c,Mechanical Keyboard Aero,earbuds.jpg,Flipkart,19163,14300,2025-10-09,15891
ea7cb1fb-43fb-4b8c-8227-d9239cb9c36c,Mechanical Keyboard Aero,earbuds.jpg,Flipkart,19163,14300,2025-10-16,15291
ea7cb1fb-43fb-4b8c-8227-d9239cb9c36c,Mechanical Keyboard Aero,earbuds.jpg,Flipkart,19163,14300,2025-10-23,14670
ea7cb1fb-43fb-4b8c-8227-d9239cb9c36c,Mechanical Keyboard Aero,earbuds.jpg,Flipkart,19163,14300,2025-10-30,18953
38800eb7-f2da-4319-8704-a330b1e86be3,Action Camera S1,camera.jpg,Amazon,7727,5016,2025-07-24,6447
38800eb7-f2da-4319-8704-a330b1e86be3,Action Camera S1,camera.jpg,Amazon,7727,5016,2025-07-31,6324
38800eb7-f2da-4319-8704-a330b1e86be3,Action Camera S1,camera.jpg,Amazon,7727,5016,2025-08-07,7244
38800eb7-f2da-4319-8704-a330b1e86be3,Action Camera S1,camera.jpg,Amazon,7727,5016,2025-08-14,7628
38800eb7-f2da-4319-8704-a330b1e86be3,Action Camera S1,camera.jpg,Amazon,7727,5016,2025-08-21,6434
38800eb7-f2da-4319-8704-a330b1e86be3,Action Camera S1,camera.jpg,Amazon,7727,5016,2025-08-28,5551
38800eb7-f2da-4319-8704-a330b1e86be3,Action Camera S1,camera.jpg,Amazon,7727,5016,2025-09-04,6841
38800eb7-f2da-4319-8704-a330b1e86be3,Action Camera S1,camera.jpg,Amazon,7727,5016,2025-09-11,5360
38800eb7-f2da-4319-8704-a330b1e86be3,Action Camera S1,camera.jpg,Amazon,7727,5016,2025-09-18,5062
38800eb7-f2da-4319-8704-a330b1e86be3,Action Camera S1,camera.jpg,Amazon,7727,5016,2025-09-25,7307
38800eb7-f2da-4319-8704-a330b1e86be3,Action Camera S1,camera.jpg,Amazon,7727,5016,2025-10-02,6238
38800eb7-f2da-4319-8704-a330b1e86be3,Action Camera S1,camera.jpg,Amazon,7727,5016,2025-10-09,5518
38800eb7-f2da-4319-8704-a330b1e86be3,Action Camera S1,camera.jpg,Amazon,7727,5016,2025-10-16,5347
38800eb7-f2da-4319-8704-a330b1e86be3,Action Camera S1,camera.jpg,Amazon,7727,5016,2025-10-23,6622
38800eb7-f2da-4319-8704-a330b1e86be3,Action Camera S1,camera.jpg,Amazon,7727,5016,2025-10-30,5344
07d9b80b-8137-4eb5-9de9-26490b6ae0f6,Router AX K100,monitor.webp,Amazon,14422,9393,2025-07-24,9905
07d9b80b-8137-4eb5-9de9-26490b6ae0f6,Router AX K100,monitor.webp,Amazon,14422,9393,2025-07-31,14006
07d9b80b-8137-4eb5-9de9-26490b6ae0f6,Router AX K100,monitor.webp,Amazon,14422,9393,2025-08-07,13520
07d9b80b-8137-4eb5-9de9-26490b6ae0f6,Router AX K100,monitor.webp,Amazon,14422,9393,2025-08-14,12351
07d9b80b-8137-4eb5-9de9-26490b6ae0f6,Router AX K100,monitor.webp,Amazon,14422,9393,2025-08-21,13287
07d9b80b-8137-4eb5-9de9-26490b6ae0f6,Router AX K100,monitor.webp,Amazon,14422,9393,2025-08-28,13334
07d9b80b-8137-4eb5-9de9-26490b6ae0f6,Router AX K100,monitor.webp,Amazon,14422,9393,2025-09-04,12613
07d9b80b-8137-4eb5-9de9-26490b6ae0f6,Router AX K100,monitor.webp,Amazon,14422,9393,2025-09-11,13566
07d9b80b-8137-4eb5-9de9-26490b6ae0f6,Router AX K100,monitor.webp,Amazon,14422,9393,2025-09-18,9902
07d9b80b-8137-4eb5-9de9-26490b6ae0f6,Router AX K100,monitor.webp,Amazon,14422,9393,2025-09-25,13360
07d9b80b-8137-4eb5-9de9-26490b6ae0f6,Router AX K100,monitor.webp,Amazon,14422,9393,2025-10-02,9711
07d9b80b-8137-4eb5-9de9-26490b6ae0f6,Router AX K100,monitor.webp,Amazon,14422,9393,2025-10-09,12740
07d9b80b-8137-4eb5-9de9-26490b6ae0f6,Router AX K100,monitor.webp,Amazon,14422,9393,2025-10-16,13821
07d9b80b-8137-4eb5-9de9-26490b6ae0f6,Router AX K100,monitor.webp,Amazon,14422,9393,2025-10-23,9992
07d9b80b-8137-4eb5-9de9-26490b6ae0f6,Router AX K100,monitor.webp,Amazon,14422,9393,2025-10-30,11878
08b8785d-9444-494e-adc5-0c071589a495,Wireless Headphones X,mouse.webp,Flipkart,19409,12196,2025-07-24,17881
08b8785d-9444-494e-adc5-0c071589a495,Wireless Headphones X,mouse.webp,Flipkart,19409,12196,2025-07-31,16136
08b8785d-9444-494e-adc5-0c071589a495,Wireless Headphones X,mouse.webp,Flipkart,19409,12196,2025-08-07,18474
08b8785d-9444-494e-adc5-0c071589a495,Wireless Headphones X,mouse.webp,Flipkart,19409,12196,2025-08-14,17016
08b8785d-9444-494e-adc5-0c071589a495,Wireless Headphones X,mouse.webp,Flipkart,19409,12196,2025-08-21,15275
08b8785d-9444-494e-adc5-0c071589a495,Wireless Headphones X,mouse.webp,Flipkart,19409,12196,2025-08-28,16880
08b8785d-9444-494e-adc5-0c071589a495,Wireless Headphones X,mouse.webp,Flipkart,19409,12196,2025-09-04,16209
08b8785d-9444-494e-adc5-0c071589a495,Wireless Headphones X,mouse.webp,Flipkart,19409,12196,2025-09-11,14445
08b8785d-9444-494e-adc5-0c071589a495,Wireless Headphones X,mouse.webp,Flipkart,19409,12196,2025-09-18,14648
08b8785d-9444-494e-adc5-0c071589a495,Wireless Headphones X,mouse.webp,Flipkart,19409,12196,2025-09-25,13662
08b8785d-9444-494e-adc5-0c071589a495,Wireless Headphones X,mouse.webp,Flipkart,19409,12196,2025-10-02,14004
08b8785d-9444-494e-adc5-0c071589a495,Wireless Headphones X,mouse.webp,Flipkart,19409,12196,2025-10-09,14103
08b8785d-9444-494e-adc5-0c071589a495,Wireless Headphones X,mouse.webp,Flipkart,19409,12196,2025-10-16,14804
08b8785d-9444-494e-adc5-0c071589a495,Wireless Headphones X,mouse.webp,Flipkart,19409,12196,2025-10-23,19054
08b8785d-9444-494e-adc5-0c071589a495,Wireless Headphones X,mouse.webp,Flipkart,19409,12196,2025-10-30,13828
7e8484f6-e5fa-4c32-9e72-07dad0dcaeab,Fitness Band Pro,mouse.webp,Flipkart,7372,4568,2025-07-24,5129
7e8484f6-e5fa-4c32-9e72-07dad0dcaeab,Fitness Band Pro,mouse.webp,Flipkart,7372,4568,2025-07-31,6203
7e8484f6-e5fa-4c32-9e72-07dad0dcaeab,Fitness Band Pro,mouse.webp,Flipkart,7372,4568,2025-08-07,4821
7e8484f6-e5fa-4c32-9e72-07dad0dcaeab,Fitness Band Pro,mouse.webp,Flipkart,7372,4568,2025-08-14,6869
